ITEM,CATEGORY,ADDITIONAL_CATEGORIES,AVAILABLE,PRICE,STATUS,PRODUCER,TITLE SPANISH,UNIT QUANTITY,UNIT,IS CREDIT,PACK SEPARATELY,MAX PER MEMBER,IMAGE URL,DESCRIPTION,LINK,WEIGHT,LABEL
Chicken Links - Chorizo,Pastured Poultry,,4,9.50,Published,Buttonwood Farms,,1.0,Lb.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/03/buttonwood-farms-logo.png,Chicken Chorizo Sausages 4 links,,Light,
Chicken Links - Sundried Tomato,Pastured Poultry,,4,9.50,Published,Buttonwood Farms,,1.0,lbs,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5765997218758656.jpg?v=1620771468681,Chicken Sundried tomato sausage -4 links,,Light,
Chicken Livers /lb,Pastured Poultry,,0,3.00,Published,Buttonwood Farms,,1.0,Pack,true,FALSE,2,/staticResource/resources/item-no-image.jpg,Approximately 2 lb. pack. $1.50/lb. Price will be adjusted for actual weight.,,Light,
Chicken Sausage Choice ($9),Pastured Poultry,,0,9.00,Draft,Buttonwood Farms,,1.0,Pack,true,FALSE,1,/staticResource/resources/item-no-image.jpg,4 pack.,,Light,
Chicken Thighs - Big Bag/lb.,Pastured Poultry,,4,5.00,Published,Buttonwood Farms,,1.0,Pack,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6452887569956864.jpg?v=1647974574487,"Bone-in thighs. Approximately 5 pounds, price will be adjusted according to exact weight. $5.00 per pound",,Light,
Chicken Thighs - Boneless/lb.,Pastured Poultry,,19,7.75,Published,Buttonwood Farms,,1.0,lbs,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5189322563125248.jpg?v=1649967356867,"Price will be adjusted according to exact weightImage Credit: Sue Minkel",,Light,
Chicken Thighs - Boneless/lb. - Wee,Wee Ones,,2,6.90,Published,Buttonwood Farms,,1.0,lbs,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6748704557105152.jpg?v=1642193792902,"Boneless thighs. Small pack, .89 lbs. Price will be adjusted according to exact weight ($7.75/lb).",,Light,
Chicken Wings or Drumsticks,Pastured Poultry,,9999,9.00,Draft,All Fair Shares Producers,,1.0,Pack,true,FALSE,6,/staticResource/resources/item-no-image.jpg,Choice of ~2.5-3lb. package or chicken drumsticks or wings.,,Light,
Chicken Wings/lb.,Pastured Poultry,,3,5.25,Published,Buttonwood Farms,,1.0,lbs,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/03/buttonwood-farms-logo.png,"Price will be adjusted according to exact weight, usually around 2.5-3.5 pounds per package.",,Light,
Chicken- Airline Breast,Pastured Poultry,,1,7.25,Draft,Buttonwood Farms,,1.0,Lb.,true,FALSE,3,/staticResource/resources/item-no-image.jpg,A boneless breast with the first joint of the wing still attached. Aprox. 1.5-2.5 lbs,,Light,
Chickpea Hummus,Prepared Foods,,0,8.00,Published,Cham Bakery,,1.0,Tub,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6711077881643008.jpg?v=1648660996481,8 oz. tub of Cham chickpea hummus,,Light,
Chinese Cabbage,Produce - Vegetables,,0,4.00,Published,All Fair Shares Producers,,1.0,Head,true,FALSE,1,https://fairshares.org/wp-content/uploads/2020/04/ChineseCabbage.tn_.jpg,"A soft leaf, napa-type cabbage, delicious cooked or raw.",,Light,
Chipotle Pepper,Canned/Dried/Frozen Produce & Condiments,,0,1.50,Published,Bellews Creek Farm,,1.0,Bag,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/frozen-001.jpeg,Dried smoked jalapeno. Pow!,,Light,
Chips - Tortilla,"Snacks, Nuts & Nut Butters",,0,3.50,Published,Gringo's,,1.0,Bag,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Gringo-Tortilla-Chips.jpg,Tortilla Chips,,Light,
Chives - Garlic,Produce - Vegetables,,0,2.75,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5256932853153792.jpg?v=1649284819212,"Delicate and tender, best eaten raw or very slightly cooked. Tastes like garlic!",,Light,
Chives - Onion,Produce - Vegetables,,0,2.75,Draft,All Fair Shares Producers,,1.0,Share,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6590425497468928.jpg?v=1651599436672,"Delicate and tender, best eaten raw or very slightly cooked. Tastes like onion!",,Light,
Chocolate Floral Lollie,Candy,,1,1.75,Draft,Kakao,,0.0,Each,true,FALSE,12,/staticResource/resources/item-no-image.jpg,Milk Chocolate,,Light,
Chocolate Gooey Butter Cake,Bakery,,0,11.45,Published,Companion Bakery,,1.0,Each,true,FALSE,12,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5440736664354816.jpg?v=1642539020405,Yummy! Chocolate Gooey Butter Cake made with Bissinger's signature dark chocolate. Frozen,,Light,
Chocolate Token Heart,Candy,,0,4.00,Draft,Kakao,,1.0,Milk,true,TRUE,17,/staticResource/resources/item-no-image.jpg,Chocolate Token Heart - Dark or Milk Chocolate,,Light,
Chocolate Token Heart (1.0 Dark),Candy,,5,4.00,Draft,Kakao,,1.0,Dark,true,TRUE,10,/staticResource/resources/item-no-image.jpg,Chocolate Token Heart - Dark or Milk Chocolate,,Light,
Chuck Roast/lbs.,Grassfed Beef,,4,8.75,Published,Anton's Beef,,1.0,lbs,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5111119798599680.jpg?v=1642539149198,Aprox. 3 lbs; price will be adjusted according to exact weight,,Light,
Chutney,Canned/Dried/Frozen Produce & Condiments,,36,8.00,Draft,Ozark Forest,,1.0,Half Pint,true,FALSE,5,/staticResource/resources/item-no-image.jpg,"Ozark squash, onions, apples, raisins, sugar, vinegar, spices, sea salt.",,Light,
Cinnamon Rolls,Bakery,,6,5.75,Published,Companion Bakery,,1.0,Pack,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6134652047851520.jpg?v=1610665385215,"Same great roll, new package!! 6 pack",,Light,
Cinnamon Rolls - Frozen,Bakery,,14,5.75,Published,Companion Bakery,,1.0,Pack,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5659728688447488.jpg?v=1614108904523,6 rolls,,Light,
Cinnamon Rolls - Jr. L.,Bakery,,15,15.00,Published,All Fair Shares Producers,,1.0,Package,true,FALSE,24,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5705289080766464.jpg?v=1616714846050,"Defrost and bake or microwave. Baker's dozen, simple ingredients, and for a good cause. Sold by the Junior League. Frozen.",,Light,
Cippolini Onions,Produce - Vegetables,,0,2.75,Draft,St. Isidore Farm,,1.0,lbs,true,FALSE,10,/staticResource/resources/item-no-image.jpg,Sweet little flattened onions of the Italian variety.,,Light,
Circus Flora,Produce - Fruits,,0,19.75,Draft,All Fair Shares Producers,,1.0,Each,false,FALSE,17,https://fairshares.org/sites/default/files/circusfloralogo_0.png,Circus Flora Tickets for Tuesday June 25th. See newsletter for details.,,Light,
Clean Plate Pantry Choice,Prepared Foods,,0,8.75,Published,Clean Plate Pantry Sauces,,1.0,Jar,true,FALSE,1,/staticResource/resources/item-no-image.jpg,"Clean Plate Pantry ready made sauces are super delicious and super easy to help you whip up a fabulous meal in a snap.Delete this item and select a curry sauce (red, green and mango), Mole sauce, or Shakshuka sauce. You can choose one of the other sauces at a lower price and use the remainder of your credit on other items. Or delete and select whatever would like. If no choice is made, we will select from the above options and pack it in your bag.",,Light,
Cocktail Party,Gifts and Such,,0,35.00,Draft,All Fair Shares Producers,,1.0,Each,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5742512706682880.jpg?v=1608509534864,"We'll be emailing the link for the party, along with the protocol. Can't wait to see you on the Thursday the 11th!Pick ups of drinks and snacks for the party will be during our shopping day at the mothership, Wednesday March 10th between 2:00 and 4:00 PM.",,Light,
Cocktail Party (1.0 Each),Gifts and Such,,0,0.00,Draft,All Fair Shares Producers,,1.0,Each,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5742512706682880.jpg?v=1608509534864,"We'll be emailing the link for the party, along with the protocol. Can't wait to see you on the Thursday the 11th!Pick ups of drinks and snacks for the party will be during our shopping day at the mothership, Wednesday March 10th between 2:00 and 4:00 PM.",,Light,
Coconut Date Sauce,"Honey, Syrups & Sugar",,0,9.00,Published,Date Lady,,1.0,Jar,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6603947351474176.jpg?v=1642539321365,Coconut Date Sauce,,Light,
Coconut Oil Pint Organic,Oils & Vinegars,,15,7.00,Published,Hilty Bee Yard,,1.0,Pint,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Hilty-Coconut-Oil.jpg,Unrefined extra virgin organic coconut oil.,,Light,Lower price!
Coconut Oil Quart,Oils & Vinegars,,10,10.00,Published,Hilty Bee Yard,,1.0,Quart,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Hilty-Coconut-Oil.jpg,Refined coconut oil. Does not have a coconut smell.,,Light,Lower price!
Coconut Palm Sugar,"Honey, Syrups & Sugar",,0,8.00,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,2,/staticResource/resources/item-no-image.jpg,,,Light,
Coffee - Colombia MM,Coffee,,0,11.50,Draft,Mississippi Mud,,1.0,Bag,true,FALSE,3,https://fairshares.org/wp-content/uploads/2020/03/mississippi-mud-coffee-300.png,10 oz whole bean,,Light,
Coffee - Guatemala MM,Coffee,,0,11.50,Draft,Mississippi Mud,,10.0,Oz.,true,FALSE,17,https://www.mississippimudcoffee.com/wp-content/uploads/2014/07/mississippi-mud-coffee-1.png,Medium roast (Huehuetenango),,Medium,
Coffee Choice,Coffee,,0,12.25,Published,All Fair Shares Producers,,10.0,Oz.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/caffeine-coffee-coffee-beans-roasted-585750-scaled.jpg,"Dark Roast coffee of our choice, for those who don't have a particular preference.",,Light,
Coffee Stringbean Decaf,Coffee,,4,12.25,Published,Stringbean Coffee,,1.0,Bag,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5643237993742336.jpg?v=1614106843256,Decaf coffee,,Light,
Coffee Stringbean Red Eye,Coffee,,7,12.25,Published,Stringbean Coffee,,12.0,Oz.,true,FALSE,17,https://stringbeancoffee.com/wp-content/uploads/2013/09/redeye-e1412004788450.jpg,"Redeye Roast is a Fair Trade Certified™ blend that uses organic beans. It makes for a good cup of coffee. It works well as drip, press or espresso and very good as a cold Brew. Pete’s Redeye was the start of this coffee journey. This Bohemian Rhapsody is bold, full bodied, low acidic and very smooth. Net weight 12 ounce.",,Medium,
Coffee or Field to Fire,Coffee,,0,11.50,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"You have a choice of Coffee or Field to Fire (formerly Kitchen Kulture) options. If you don't want the surprise, delete it from your cart and shop for the coffee or prepared meal you like.",,Light,
Cojack - Ropp,Cheese,,0,6.00,Archived,Ropp Jersey Cheese,,1.0,Each,true,FALSE,6,https://www.roppcheese.com,"Cojack, is a cheese produced from a mixture of Colby and Monterey Jack cheeses",,Light,
Collards,Produce - Vegetables,,1,4.00,Published,All Fair Shares Producers,,1.0,Share,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5932751337291776.jpg?v=1612299893919,"12 oz. - Collard greens have been eaten for at least 2000 years! They are a member of the brassica family, which also includes broccoli and cabbage. A staple in southern US cooking, collards are eaten in countries and cuisines the world over, and are often served in soups and stews, or sauteed.",,Light,
Condiment Choice $6,Canned/Dried/Frozen Produce & Condiments,,0,6.00,Published,All Fair Shares Producers,,1.0,Bottle,true,FALSE,1,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5094328489738240.jpg?v=1612903016486,"Catsup, hot sauce, soy, or whatever other $5.50 item you like.",,Medium,
Confetti Macaroni,"Pasta - Fresh, Frozen & Dry",,0,6.50,Draft,Midwest Pasta Co.,,1.0,Share,true,FALSE,17,http://,Confetti Macaroni,,,
Cool Cow Edam,Cheese,,0,8.00,Draft,M & T Farms,,1.0,Package,true,FALSE,10,http://www.coolcowcheese.com/publishImages/Products~~element89.jpg,"8 oz Edam is a semi-hard cheese; a sweet-curd cheese made from part skimmed milk, Dutch cheese which melts well making it good for sauces, soups and toppings.",,Light,
Cool Cow Havarti,Cheese,,0,8.00,Draft,M & T Farms,,1.0,Each,true,FALSE,6,http://www.coolcowcheese.com/publishImages/Products~~element77.jpg,"8 oz Farmstead Artisan Havarti Cheese;Havarti is a semisoft Danish cow's milk cheese. It is a table cheese that can be sliced, grilled, or melted.",,Light,
Cornmeal,"Grains, Beans & Rice",,31,4.50,Published,McKaskle Family Farm,,20.0,Oz.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Braggadocio-Cornmeal.jpg,Yellow popcorn cornmeal.,,Light,
Cottage Cheese,Cheese,,13,8.00,Published,Prairie Fruits Farm and Creamery,,1.0,Tub,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6187419472887808.jpg?v=1647969903753,,,Light,
CranApple Jalapeno Chutney,Canned/Dried/Frozen Produce & Condiments,,24,6.00,Published,Circle B Ranch,,10.0,Oz.,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5696822139944960.jpg?v=1642539476280,"Marina's chutney. Great paired with soft cheese, yogurt, turkey, and pork.",,Light,
Cranberry Beans - Dry,"Grains, Beans & Rice",,0,3.50,Draft,Bellews Creek Farm,,1.0,Lb.,true,FALSE,17,https://fairshares.org/sites/default/files/CranberryBeans_0.jpg,"These look like pretty pinto beans, and can be used in any application that you'd use black beans or pintos.",,Light,
Cranberry Chutney,Canned/Dried/Frozen Produce & Condiments,,22,6.00,Published,Circle B Ranch,,1.0,Pint,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Marinas-Cranberry-Chutney.jpg,"A delicious cranberry chutney from Marina at Circle B, perfect for Thanksgiving and beyond! Great on oatmeal or in yogurt.",,Light,
Cranberry Orange Milk Choc. Bark,Candy,,0,4.00,Published,Kakao,,1.0,Each,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5062306010628096.jpg?v=1642539585340,,,Light,
Credit To Spend Now,Candy,,99999987,0.00,Draft,All Fair Shares Producers,,1.0,$,true,FALSE,50,https://www.companionbaking.com/wp-content/uploads/2015/04/best-blt-150x150.jpg,You have credit to spend this week. Contact us for the amount or ask at pick up.,,Light,
Croissants,Bakery,,8,3.00,Published,Companion Bakery,,1.0,Pack,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5728382968922112.jpg?v=1614109611025,Package of 2 croissants,,Light,
Croissants - Frozen,Bakery,,15,3.00,Published,Companion Bakery,,1.0,Pack,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5728382968922112.jpg?v=1614109611025,bag of 2 croissants,,Light,
Crunchy Peanut Butter,"Snacks, Nuts & Nut Butters",,10,6.00,Published,Eastwind Nut Butters,,1.0,Jar,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5673714679021568.jpg?v=1612297242274,East Wind crunchy Valencia peanut butter with no salt added,,Light,
Cucumber - Sikkim,Produce - Vegetables,,0,1.25,Draft,All Fair Shares Producers,,1.0,Each,true,FALSE,3,https://www.exotic-seeds.store/9596-large_default/sikkim-cucumber-seeds.jpg,"This melonish-looking, heavily-netted, rusty-red cucumber has edible skin and a super crisp texture when eaten raw. It is also delicious cooked, as in Asian stir-fry.",,Light,
Cucumbers - Pickling,Produce - Vegetables,,12,2.00,Published,All Fair Shares Producers,,1.0,Bag,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/02/PicklingCukes.tn_.jpg,"Pickling Cucumbers are a variety that are generally small enough to fin in a jar, and they tend to have less waxy skins, but they are perfectly acceptable for eating raw as well for making pickles. Approximately a pound.",,Medium,
Cucumbers - Pickling - Large,Produce - Vegetables,,0,1.50,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,8,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5234737743527936.jpg?v=1657041013286,These Pickling Cucumbers are larger than usual. Each one is nearly 1 pound. Great for a full pickling process or just for a quick pickle.,,Light,Sale!
Cucumbers - Slicing,Produce - Vegetables,,14,1.75,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5732584218689536.jpg?v=1654626679721,The great harbinger of summer.,,Light,
Curry Sauce,Canned/Dried/Frozen Produce & Condiments,,0,8.75,Published,Clean Plate Pantry Sauces,,1.0,Choice,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Curry Sauce (1.0 Green),Canned/Dried/Frozen Produce & Condiments,,9,8.75,Published,Clean Plate Pantry Sauces,,1.0,Green,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Curry Sauce (1.0 Mango),Canned/Dried/Frozen Produce & Condiments,,8,8.75,Published,Clean Plate Pantry Sauces,,1.0,Mango,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Curry Sauce (1.0 Red),Canned/Dried/Frozen Produce & Condiments,,13,8.75,Published,Clean Plate Pantry Sauces,,1.0,Red,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Cylindra Beets,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,1.0,Bunch,true,FALSE,4,https://www.johnnyseeds.com/dw/image/v2/BBBW_PRD/on/demandware.static/-/Sites-jss-master/default/dw64a189cd/images/products/vegetables/02565_01_cylindra.jpg?sw=774&cx=366&cy=100&cw=1096&ch=1096,"Long, slender bulbs.",,Light,
Dark Bar 61%,Candy,,10,2.50,Published,Kakao,,1.0,Package,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5451349927919616.jpg?v=1614111559866,,,Light,
Dark Bar 72%,Candy,,10,2.50,Published,Kakao,,1.0,Package,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5743632854286336.jpg?v=1614111922810,,,Light,
Dark Chocolate Almond Bar,Candy,,7,4.00,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6274205532291072.jpg?v=1614112510696,Dark Chocolate with Candied Almonds and Sea Salt,,Light,
Dark Chocolate Bon Bons,Candy,,4,9.50,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5082678525165568.jpg?v=1619552804628,Dark Chocolate peanut butter bon bons. 4 per pack.,,Light,
Dark Chocolate Bunny,Candy,,0,15.00,Published,Kakao,,1.0,Each,true,FALSE,4,"https://tse1.mm.bing.net/th?id=OIP.2Wvthwl2TQJlUl3awg3N8wHaHa&amp;pid=Api&amp;rs=1&amp;c=1&amp;qlt=95&amp;w=108&amp;h=108"" alt=""World&#39;s Cutest Chocolate Bunny - Kakao ChocolateKakao ...","""World's Cutest Bunny"" in dark chocolate",,Light,
Dark Chocolate Caramels,Candy,,5,9.50,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5069958979518464.jpg?v=1619552836914,4 caramels per pack. Yum.,,Light,
Dark Chocolate Coffee Bark,Candy,,5,4.00,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6239405559775232.jpg?v=1619729315928,w/ Stringbean Redeye Roast,,Light,
Dark Chocolate Fudge Sauce,Candy,,0,10.00,Draft,Bittersweet Truffles,,1.0,Jar,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"Handcrafted Dark Chocolate Fudge. Serve with ice cream or a spoon. 65% dark chocolate, heavy cream, glucose, cocoa powder, brown sugar, butter, sea salt, vanilla, cognac, espresso.",,Light,
Dark Chocolate Ginger Bark,Candy,,4,4.00,Published,Kakao,,1.0,1-each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5719651535290368.jpg?v=1642539787355,,,Light,
Dark Chocolate Lime w/Salt Bark,Candy,,0,4.00,Published,Kakao,,1.0,Pack,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/03/Kakao-Logo-1.jpeg,,,Light,
Dark Chocolate Lolli,Candy,,10,1.35,Published,Kakao,,1.0,Each,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5179025274306560.jpg?v=1614112436409,,,Light,
Dark Chocolate Pecan Bark,Candy,,0,4.00,Draft,Kakao,,1.0,1-each,true,FALSE,3,/staticResource/resources/item-no-image.jpg,,,Light,
Dark Chocolate Salted Bark,Candy,,3,4.00,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5988493570342912.jpg?v=1614111505833,Sea salt topped dark chocolate.,,Light,
Dark Chocolate Square,Candy,,14,1.35,Published,Kakao,,1.0,Each,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6002660519968768.jpg?v=1614112366763,Just the right amount for that chocolate craving/reward.,,Light,
Date Balsamic Vinegar,Oils & Vinegars,,7,6.25,Draft,Date Lady,,7.0,Oz.,true,FALSE,17,http://,,,Light,
Date Caramel Sauce,"Honey, Syrups & Sugar",,0,8.00,Draft,Date Lady,,1.0,Jar,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/03/date-lady.png,Caramel Date Sauce,,Light,
Date Chocolate Spread,"Honey, Syrups & Sugar",,0,10.00,Published,Date Lady,,1.0,Jar,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5656485233164288.jpg?v=1648572664449,"10.2 oz organic date syrup, organic cocoa, organic coconut oil, organic cocoa butter, vanilla extract, sea salt",,Light,
Date Syrup,"Honey, Syrups & Sugar",,0,8.00,Published,Date Lady,,1.0,Bottle,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5698777021153280.jpg?v=1648571653408,pure organic date syrup; 12 oz glass jar,,Light,
Dates,"Snacks, Nuts & Nut Butters",,38,9.00,Published,Date Lady,,8.0,Oz.,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4810927354413056.jpg?v=1642540129961,"A rich caramel flavor and chewy texture, Date Lady Dates are unlike any dates you've had before!  Soft melt in your mouth this-isn’t-candy-but-it-should-be goodness. You will love em’. Your kids will love em’. Date Lady dates. They’re not in your grandma’s fruit cake.",,Medium,
Decaf Kuva,Coffee,,2,12.25,Published,Kuva Coffee,,12.0,Oz.,true,FALSE,17,"https://static.wixstatic.com/media/df21ca_0e1aa35007cf4ad5b7acb15a3a34672e.png/v1/fill/w_221,h_201,al_c,usm_0.66_1.00_0.01/df21ca_0e1aa35007cf4ad5b7acb15a3a34672e.png",Kuva Decaf,,Medium,
Decorative Gourd,Produce - Vegetables,,0,2.75,Draft,All Fair Shares Producers,,1.0,Medium,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634676703240.jpg?v=1634676703675,Small or medium decorative gourds. These aren't the tiny ones.,,Light,
Decorative Gourd (1.0 Small),Produce - Vegetables,,0,1.50,Draft,All Fair Shares Producers,,1.0,Small,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634676703240.jpg?v=1634676703675,Small or medium decorative gourds. These aren't the tiny ones.,,Light,
Del Carmen Choice,Prepared Foods,,0,6.00,Published,All Fair Shares Producers,,1.0,Tub,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5736592127819776.jpg?v=1612902084245,,,Light,
Deli Rye Bread,Bakery,,8,7.50,Published,Companion Bakery,,2.0,Lb.,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5329803379081216.jpg?v=1614110415493,2 pound loaf of deli bread with caraway seeds.,,Light,
Deli Rye Bread - Frozen,Bakery,,0,7.50,Published,Companion Bakery,,2.0,Lb.,true,FALSE,15,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5329803379081216.jpg?v=1614110415493,,,Light,
Deluxe Mixed Nuts,"Snacks, Nuts & Nut Butters",,0,3.75,Published,Mound City,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5690996151025664.jpg?v=1612297481715,"3 oz. bag of deluxe, mixed nuts",,Light,
Dill Pickles - TM&G,Canned/Dried/Frozen Produce & Condiments,,0,6.00,Published,Two Men and a Garden,,1.0,Plain,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/04/cans-001.jpeg,16 oz sliced dill pickles,,Light,
Dill Pickles - TM&G (1.0 Spicy),Canned/Dried/Frozen Produce & Condiments,,0,6.00,Published,Two Men and a Garden,,1.0,Spicy,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/04/cans-001.jpeg,16 oz sliced dill pickles,,Light,
Dinner Rolls,Bakery,,0,5.00,Published,Companion Bakery,,1.0,Bag,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5964056689246208.jpg?v=1610665677794,1 dozen white dinner rolls.,,Light,
Dinner Rolls - Frozen,Bakery,,0,5.00,Published,Companion Bakery,,1.0,Bag,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5748041302671360.jpg?v=1610665755162,1 dozen dinner rolls.,,Light,
Discontinued!!!!Chocolate Breaded Bliss,Candy,,0,2.75,Draft,Companion Bakery,,1.0,Package,true,FALSE,17,https://fairshares.org/sites/default/files/bliss.jpg,"3 squares of happiness with chocolate, bread, and sea salt.",,Light,
Dog Shampoo,Gifts and Such,,0,9.50,Published,Bee Simple,,1.0,Each,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"The most natural ingredients for your dog! No artificial colors or scents. A mix of saponified coconut Oil, Olive Oil, Lard, Castor Oil, Neem Oil, Pinescotch, Eucalyptus, Peppermint, Citronella, and Lavender Essential Oils. 5 ounce bar.",,Light,
Donation to Food Pantry,"Grains, Beans & Rice",,998531,1.00,Published,All Fair Shares Producers,x,1.0,Each,true,FALSE,1000,https://fairshares.org/wp-content/uploads/2013/06/drygoods_0.jpg,"Help us feed the participants at Winger Food Pantry, where UCity Fair Shares is hosted in Trinity Presbyterian Church on Wednesdays.",,Light,
Dried Heirloom Tomatoes,Canned/Dried/Frozen Produce & Condiments,,0,6.75,Draft,Ozark Forest,,1.0,Each,true,FALSE,6,/staticResource/resources/item-no-image.jpg,2 oz package dried tomatoes,,Light,
Dry Beans Choice,"Grains, Beans & Rice",,0,3.50,Draft,All Fair Shares Producers,,1.0,Lb.,true,FALSE,6,/staticResource/resources/item-no-image.jpg,One pound dry beans choice - white kidney or black turtle.,,Light,
