ITEM,CATEGORY,ADDITIONAL_CATEGORIES,AVAILABLE,PRICE,STATUS,PRODUCER,TITLE SPANISH,UNIT QUANTITY,UNIT,IS CREDIT,PACK SEPARATELY,MAX PER MEMBER,IMAGE URL,DESCRIPTION,LINK,WEIGHT,LABEL
Coffee - Colombia MM,Coffee/Tea,,0,11.50,Draft,Mississippi Mud,,1.0,Bag,true,FALSE,3,https://fairshares.org/wp-content/uploads/2020/03/mississippi-mud-coffee-300.png,10 oz whole bean,,Light,
Coffee - Guatemala MM,Coffee/Tea,,0,11.50,Draft,Mississippi Mud,,10.0,Oz.,true,FALSE,17,https://www.mississippimudcoffee.com/wp-content/uploads/2014/07/mississippi-mud-coffee-1.png,Medium roast (Huehuetenango),,Medium,
Coffee Choice,Coffee/Tea,,0,15.45,Published,All Fair Shares Producers,,10.0,Oz.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/caffeine-coffee-coffee-beans-roasted-585750-scaled.jpg,"Dark Roast coffee of our choice, for those who don't have a particular preference.",,Light,
Coffee Stringbean Decaf,Coffee/Tea,,3,15.45,Published,Stringbean Coffee,,1.0,Bag,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5643237993742336.jpg?v=1614106843256,Decaf coffee,,Light,
Coffee or Field to Fire,Coffee/Tea,,0,11.50,Published,All Fair Shares Producers,,1.0,Each,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"You have a choice of Coffee or Field to Fire (formerly Kitchen Kulture) options. If you don't want the surprise, delete it from your cart and shop for the coffee or prepared meal you like.",,Light,
Cojack - Ropp,Cheese,,0,6.00,Archived,Ropp Jersey Cheese,,1.0,Each,true,FALSE,6,https://www.roppcheese.com,"Cojack, is a cheese produced from a mixture of Colby and Monterey Jack cheeses",,Light,
Collards,Produce - Vegetables,,14,5.00,Published,Biver Farms,,1.0,Bunch,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5932751337291776.jpg?v=1612299893919,"Collard greens have been eaten for at least 2000 years! They are a member of the brassica family, which also includes broccoli and cabbage. A staple in southern US cooking, collards are eaten in countries and cuisines the world over, and are often served in soups and stews, or sauteed.",,Light,
Condiment Choice $6,Canned/Dried/Frozen Produce & Condiments,,0,6.00,Published,All Fair Shares Producers,,1.0,Bottle,true,FALSE,1,/staticResource/resources/item-no-image.jpg,"We'll choose a $6.00 item, or you delete this and choose something you like. Some options are: Plank's Mustard, Nolte's Jalapeno Pepper Relish, Big John's BBQ Sauce, Ozark Forest Soy Sauce.",,Medium,
Cook Now Beets 2lbs,Produce - Vegetables,,0,4.00,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,2,/staticResource/resources/item-no-image.jpg,"End of the year golden beets. Getting soft, but great for roasting. 2 pounds.",,Light,
Cool Cow Edam,Cheese,,0,8.00,Draft,M & T Farms,,1.0,Package,true,FALSE,10,http://www.coolcowcheese.com/publishImages/Products~~element89.jpg,"8 oz Edam is a semi-hard cheese; a sweet-curd cheese made from part skimmed milk, Dutch cheese which melts well making it good for sauces, soups and toppings.",,Light,
Cool Cow Havarti,Cheese,,0,8.00,Draft,M & T Farms,,1.0,Each,true,FALSE,6,http://www.coolcowcheese.com/publishImages/Products~~element77.jpg,"8 oz Farmstead Artisan Havarti Cheese;Havarti is a semisoft Danish cow's milk cheese. It is a table cheese that can be sliced, grilled, or melted.",,Light,
Cooler Donation,Produce - Vegetables,,995374,1.00,Published,All Fair Shares Producers,x,1.0,$,true,FALSE,1100,https://fairshares.org/wp-content/uploads/2020/04/Money.jpg,"Ameren let us know they won’t cover any of the replacement cost of the Ice Princess—our freezer that went down in the February brownout, so we’re saving our pennies to buy a new one before summer hits. xoxo",,Light,
Cooler Repair Donation,Pastured Pork,,998898,1.00,Published,All Fair Shares Producers,x,1.0,$,true,FALSE,1100,https://fairshares.org/wp-content/uploads/2020/04/Money.jpg,Help us cover our bill for repairing equipment to keep the cold food cold!,,Light,
Cornmeal,"Grains, Beans & Rice",,4,4.75,Published,McKaskle Family Farm,,20.0,Oz.,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Braggadocio-Cornmeal.jpg,Yellow popcorn cornmeal.,,Light,
Cottage Cheese,Cheese,,0,8.00,Draft,Prairie Fruits Farm and Creamery,,1.0,Tub,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6187419472887808.jpg?v=1647969903753,Goats milk,,Light,
CranApple Jalapeno Chutney,Canned/Dried/Frozen Produce & Condiments,,0,6.00,Published,Circle B Ranch,,10.0,Oz.,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5696822139944960.jpg?v=1642539476280,"Marina's chutney. Great paired with soft cheese, yogurt, turkey, and pork.",,Light,
Cranberry Beans - Dry,"Grains, Beans & Rice",,0,3.50,Draft,Bellews Creek Farm,,1.0,Lb.,true,FALSE,17,https://fairshares.org/sites/default/files/CranberryBeans_0.jpg,"These look like pretty pinto beans, and can be used in any application that you'd use black beans or pintos.",,Light,
Cranberry Chutney,Canned/Dried/Frozen Produce & Condiments,,0,7.00,Published,Circle B Ranch,,1.0,Pint,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/04/Marinas-Cranberry-Chutney.jpg,"A delicious cranberry chutney from Marina at Circle B, perfect for Thanksgiving and beyond! Great on oatmeal or in yogurt.",,Light,
Cranberry Orange Milk Choc. Bark,Candy,,0,6.45,Published,Kakao,,1.0,Each,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5062306010628096.jpg?v=1642539585340,,,Light,
Credit To Spend Now,Candy,,0,0.00,Draft,All Fair Shares Producers,,1.0,$,true,FALSE,50,https://www.companionbaking.com/wp-content/uploads/2015/04/best-blt-150x150.jpg,You have credit to spend this week. Contact us for the amount or ask at pick up.,,Light,
Croissants,Bakery,,6,4.50,Published,Companion Bakery,,1.0,Pack,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5728382968922112.jpg?v=1614109611025,Package of 2 croissants,,Light,
Croissants - Frozen,Bakery,,4,4.50,Published,Companion Bakery,,1.0,Pack,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5728382968922112.jpg?v=1614109611025,bag of 2 croissants,,Light,
Crunchy Peanut Butter,"Snacks, Nuts & Nut Butters",,76,7.75,Published,Eastwind Nut Butters,,1.0,Jar,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5673714679021568.jpg?v=1612297242274,East Wind crunchy Valencia peanut butter with no salt added,,Light,
Cucumber - Sikkim,Produce - Vegetables,,0,1.25,Draft,All Fair Shares Producers,,1.0,Each,true,FALSE,3,https://www.exotic-seeds.store/9596-large_default/sikkim-cucumber-seeds.jpg,"This melonish-looking, heavily-netted, rusty-red cucumber has edible skin and a super crisp texture when eaten raw. It is also delicious cooked, as in Asian stir-fry.",,Light,
Cucumbers - Pickling,Produce - Vegetables,,21,3.50,Published,Biver Farms,,1.0,Bag,true,FALSE,4,https://fairshares.org/wp-content/uploads/2020/02/PicklingCukes.tn_.jpg,"Pickling Cucumbers are a variety that are generally small enough to fin in a jar, and they tend to have less waxy skins, but they are perfectly acceptable for eating raw as well for making pickles. Approximately a pound.",,Medium,
Cucumbers - Pickling - Large,Produce - Vegetables,,0,1.50,Draft,All Fair Shares Producers,,1.0,Each,true,FALSE,8,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5234737743527936.jpg?v=1657041013286,These Pickling Cucumbers are larger than usual. Each one is nearly 1 pound. Great for a full pickling process or just for a quick pickle.,,Light,Sale!
Cucumbers - Silver Slicer,Produce - Vegetables,,0,1.00,Draft,EarthDance Organic Farm School,,1.0,Each,true,FALSE,8,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1658767562243.jpg?v=1658767562369,"This white-skinned cucumber tastes just like cucumbers--it's juicy, mild and crunchy. Win!",,Light,
Cucumbers - Slicing,Produce - Vegetables,,4,2.00,Published,Yoder's Produce,,1.0,Each,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5732584218689536.jpg?v=1654626679721,The great harbinger of summer.,,Light,
Curds Applewood Smoked 10 oz,Cheese,,10,6.50,Published,Hemme Brothers Creamery,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6614843638022144.jpg?v=1682442606565,Applewood Smoked 10 oz,,Light,
Curds Creamy Ranch 10 oz,Cheese,,13,6.50,Published,Hemme Brothers Creamery,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4887927583277056.jpg?v=1682442799071,10 oz Creamy Ranch Cheddar Curds,,Light,
Curds Garlic Dill 10 oz,Cheese,,0,6.50,Published,Hemme Brothers Creamery,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5017452690407424.jpg?v=1682443036997,Garlic Cheddar Curds 10 oz,,Light,
Curds Garlic Herb HBC 10 oz,Cheese,,5,6.50,Published,Hemme Brothers Creamery,,1.0,Bag,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5313969548558336.jpg?v=1682442928355,10 oz Garlic Herb Cheddar Curds,,Light,
Curds Jalapeno Habanero 10 oz,Cheese,,12,6.50,Published,Hemme Brothers Creamery,,1.0,Bag,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6354518053355520.jpg?v=1682442961415,10 oz Jalapeno Habanero Cheddar Curds,,Light,
Curds Taco Spice 10 oz,Cheese,,15,6.50,Published,Hemme Brothers Creamery,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5301666950283264.jpg?v=1682442875383,10 oz Taco Spice Cheddar Curds,,Light,
Curry Sauce,Canned/Dried/Frozen Produce & Condiments,,0,11.50,Published,Clean Plate Pantry Sauces,,1.0,Choice,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Curry Sauce (1.0 Green),Canned/Dried/Frozen Produce & Condiments,,13,11.50,Published,Clean Plate Pantry Sauces,,1.0,Green,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Curry Sauce (1.0 Mango),Canned/Dried/Frozen Produce & Condiments,,15,11.50,Published,Clean Plate Pantry Sauces,,1.0,Mango,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Curry Sauce (1.0 Red),Canned/Dried/Frozen Produce & Condiments,,14,11.50,Published,Clean Plate Pantry Sauces,,1.0,Red,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6117267930349568.jpg?v=1619730191042,"15 oz  jar vegan and gluten free sauces--available in red, yellow and green Thai curries.Thai Red CurryMango Coconut Curry (yellow)(New!) Thai Green Curry Sauce",,Light,
Cylindra Beets,Produce - Vegetables,,0,4.00,Published,All Fair Shares Producers,,1.0,Lb.,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5067453070704640.jpg?v=1696970817806,"Long, slender bulbs.",,Light,
Dark Bar 61%,Candy,,7,2.75,Published,Kakao,,1.0,Package,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5451349927919616.jpg?v=1614111559866,,,Light,
Dark Bar 72%,Candy,,5,2.75,Published,Kakao,,1.0,Package,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5743632854286336.jpg?v=1614111922810,,,Light,
Dark Chocolate Almond Bar,Candy,,8,4.80,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6274205532291072.jpg?v=1614112510696,Dark Chocolate with Candied Almonds and Sea Salt,,Light,
Dark Chocolate Almond Bark,Candy,,0,6.45,Published,Kakao,,1.0,1-each,true,FALSE,3,/staticResource/resources/item-no-image.jpg,,,Light,
Dark Chocolate Bon Bons,Candy,,2,11.25,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5082678525165568.jpg?v=1619552804628,Dark Chocolate peanut butter bon bons. 4 per pack.,,Light,
Dark Chocolate Bunny,Candy,,0,17.75,Published,Kakao,,1.0,Each,true,FALSE,4,"https://tse1.mm.bing.net/th?id=OIP.2Wvthwl2TQJlUl3awg3N8wHaHa&amp;pid=Api&amp;rs=1&amp;c=1&amp;qlt=95&amp;w=108&amp;h=108"" alt=""World&#39;s Cutest Chocolate Bunny - Kakao ChocolateKakao ...","""World's Cutest Bunny"" in Dark chocolate!Dark Chocolate Bunny, about 4-5 inches, and they’re semi-solid (not completely solid, but not just a shell). They come in clear bags with crinkle paper to make them cute!!",,Light,
Dark Chocolate Caramels,Candy,,3,11.25,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5069958979518464.jpg?v=1619552836914,4 caramels per pack. Yum!,,Light,
Dark Chocolate Chips,Candy,,0,12.50,Published,Kakao,,1.0,Bag,true,FALSE,4,/staticResource/resources/item-no-image.jpg,Large disk shaped chocolate chips. Great for baking or eating.,,Light,
Dark Chocolate Coffee Bark,Candy,,2,6.45,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6239405559775232.jpg?v=1619729315928,w/ Stringbean Redeye Roast,,Light,
Dark Chocolate Fudge Sauce,Candy,,4,16.00,Published,Kakao,,1.0,Jar,true,FALSE,4,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5747531812175872.jpg?v=1758751413577,"Handcrafted Dark Chocolate Fudge. Perfect for ice cream, shakes and malts, cococtails, coffee drinks or a spoon!",,Light,
Dark Chocolate Ginger Bark,Candy,,0,6.45,Published,Kakao,,1.0,1-each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5719651535290368.jpg?v=1642539787355,,,Light,
Dark Chocolate Lime w/Salt Bark,Candy,,0,4.00,Draft,Kakao,,1.0,Pack,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/03/Kakao-Logo-1.jpeg,,,Light,
Dark Chocolate Lolli,Candy,,10,1.75,Published,Kakao,,1.0,Each,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5179025274306560.jpg?v=1614112436409,,,Light,
Dark Chocolate Nut Medley Bark,Candy,,0,6.45,Published,Kakao,,1.0,Package,true,FALSE,4,/staticResource/resources/item-no-image.jpg,"Dark bark with peanuts, almonds, toasted Missouri pecans and sea salt.",,Light,
Dark Chocolate Pecan Bark,Candy,,1,4.00,Draft,Kakao,,1.0,1-each,true,FALSE,3,/staticResource/resources/item-no-image.jpg,,,Light,
Dark Chocolate Salted Bark,Candy,,2,6.45,Published,Kakao,,1.0,Pack,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5988493570342912.jpg?v=1614111505833,Sea salt topped dark chocolate.,,Light,
Dark Chocolate Square,Candy,,10,1.75,Published,Kakao,,1.0,Each,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6002660519968768.jpg?v=1614112366763,Just the right amount for that chocolate craving/reward.,,Light,
Dark Chocolate Toasted Pecan Bark,Candy,,0,6.45,Published,Kakao,,1.0,Package,true,FALSE,3,/staticResource/resources/item-no-image.jpg,,,Light,
Date Balsamic Vinegar,Oils & Vinegars,,0,6.25,Draft,Date Lady,,7.0,Oz.,true,FALSE,17,http://,,,Light,
Date Caramel Sauce,"Honey, Syrups & Sugar",,0,8.00,Draft,Date Lady,,1.0,Jar,true,FALSE,17,https://fairshares.org/wp-content/uploads/2020/03/date-lady.png,Caramel Date Sauce,,Light,
Date Chocolate Spread,"Honey, Syrups & Sugar",,0,10.00,Draft,Date Lady,,1.0,Jar,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5656485233164288.jpg?v=1648572664449,"10.2 oz organic date syrup, organic cocoa, organic coconut oil, organic cocoa butter, vanilla extract, sea salt",,Light,
Date Syrup,"Honey, Syrups & Sugar",,5,8.75,Published,Date Lady,,1.0,Bottle,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5698777021153280.jpg?v=1648571653408,pure organic date syrup; 12 oz glass jar,,Light,
Dates,"Snacks, Nuts & Nut Butters",,0,9.75,Published,Date Lady,,8.0,Oz.,true,FALSE,17,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4810927354413056.jpg?v=1642540129961,"A rich caramel flavor and chewy texture, Date Lady Dates are unlike any dates you've had before!  Soft melt in your mouth this-isn’t-candy-but-it-should-be goodness. You will love em’. Your kids will love em’. Date Lady dates. They’re not in your grandma’s fruit cake.",,Medium,
Decaf Kuva Costa Rica 5#,Coffee/Tea,,0,80.25,Published,Kuva Coffee,,5.0,Lb.,true,FALSE,17,"https://static.wixstatic.com/media/df21ca_0e1aa35007cf4ad5b7acb15a3a34672e.png/v1/fill/w_221,h_201,al_c,usm_0.66_1.00_0.01/df21ca_0e1aa35007cf4ad5b7acb15a3a34672e.png",Kuva Decaf,,Medium,
Decorative Apple Gourd,Produce - Vegetables,,0,5.50,Published,Three Girls and a Tractor,,1.0,Each,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5985508863377408.jpg?v=1730225534728,These gourds look like an apple. Don't eat them but make a great fall decoration. They can also be dried and used as a bird house.,,Light,Sale!
Decorative Dry Gourds,Produce - Vegetables,,0,5.75,Published,Three Girls and a Tractor,,1.0,Each,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/6327905333936128.jpg?v=1731421950934,"Already dried gourds that can be repurposed to make a bird house, piggy bank, or even an art piece!",,Light,
Decorative Gourd,Produce - Vegetables,,0,4.00,Published,Three Girls and a Tractor,,1.0,Medium,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634676703240.jpg?v=1634676703675,Decorative gourds. These aren't the tiny ones.,,Light,Sale!
Decorative Gourd (1.0 Small),Produce - Vegetables,,0,1.50,Draft,Three Girls and a Tractor,,1.0,Small,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1634676703240.jpg?v=1634676703675,Decorative gourds. These aren't the tiny ones.,,Light,Sale!
Del Carmen Choice,Prepared Foods,,0,6.25,Published,All Fair Shares Producers,,1.0,Tub,true,FALSE,5,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5736592127819776.jpg?v=1612902084245,"Check the prepared foods category for the Del Carmen varieties available. If no choice is made, we will add what we have the most of.",,Light,
Deli Rye Bread,Bakery,,0,9.75,Published,Companion Bakery,,2.0,Lb.,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5329803379081216.jpg?v=1614110415493,2 pound loaf of deli bread with caraway seeds.,,Light,
Deli Rye Bread - Frozen,Bakery,,1,9.75,Published,Companion Bakery,,2.0,Lb.,true,FALSE,15,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5329803379081216.jpg?v=1614110415493,,,Light,
Deluxe Mixed Nuts,"Snacks, Nuts & Nut Butters",,5,4.25,Published,Mound City,,1.0,Bag,true,FALSE,6,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5690996151025664.jpg?v=1612297481715,"3 oz. bag of deluxe, mixed nuts",,Light,
Dill Pickles - TM&G,Canned/Dried/Frozen Produce & Condiments,,0,6.50,Published,Two Men and a Garden,,1.0,Plain,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/04/cans-001.jpeg,16 oz sliced dill pickles,,Light,
Dill Pickles - TM&G (1.0 Spicy),Canned/Dried/Frozen Produce & Condiments,,0,6.50,Published,Two Men and a Garden,,1.0,Spicy,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/04/cans-001.jpeg,16 oz sliced dill pickles,,Light,
Dinner Roll Sourdough - Frozen,Bakery,,0,3.75,Published,Kairos Gardens,,1.0,Pack,true,FALSE,3,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4782221670612992.jpg?v=1716921777672,"You get six pre-made frozen dough dinner rolls. Great for that dinner party you are having! This dough is made with King Arthur organic bread flour. Locally made!Ingredients: 100% unbleached organic bread flour, filtered spring water, sourdough starter, and himalayan salt.",,Light,
Dinner Rolls,Bakery,,0,5.00,Draft,Companion Bakery,,1.0,Bag,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5964056689246208.jpg?v=1610665677794,1 dozen white dinner rolls.,,Light,
Dinner Rolls - Frozen,Bakery,,0,5.00,Draft,Companion Bakery,,1.0,Bag,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/5748041302671360.jpg?v=1610665755162,1 dozen dinner rolls.,,Light,
Discontinued!!!!Chocolate Breaded Bliss,Candy,,0,2.75,Draft,Companion Bakery,,1.0,Package,true,FALSE,17,https://fairshares.org/sites/default/files/bliss.jpg,"3 squares of happiness with chocolate, bread, and sea salt.",,Light,
Dish Washer Soap,Non-Edibles,,9,7.25,Published,4 Farmer's Daughters,,1.0,Bag,true,FALSE,6,https://,"All Natural Dishwasher Soap - 22 ounces.Sodium Carbonate, Sodium Bicarbonate, European Sea Salt.",,Light,
Dog Shampoo,Gifts and Such,,0,9.75,Published,Bee Simple,,1.0,Each,true,FALSE,2,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/4546001082908672.jpg?v=1659641961430,"The most natural ingredients for your dog! No artificial colors or scents. A mix of saponified coconut Oil, Olive Oil, Lard, Castor Oil, Neem Oil, Pinescotch, Eucalyptus, Peppermint, Citronella, and Lavender Essential Oils. 5 ounce bar.",,Light,
Donation to Food Pantry,"Grains, Beans & Rice",,997678,1.00,Published,All Fair Shares Producers,x,1.0,Each,true,FALSE,1000,https://fairshares.org/wp-content/uploads/2013/06/drygoods_0.jpg,"Help us feed the participants at Winger Food Pantry, where UCity Fair Shares is hosted in Trinity Presbyterian Church on Wednesdays.",,Light,
Dried Heirloom Tomatoes,Canned/Dried/Frozen Produce & Condiments,,0,6.75,Draft,Ozark Forest,,1.0,Each,true,FALSE,6,/staticResource/resources/item-no-image.jpg,2 oz package dried tomatoes,,Light,
Dry Beans Choice,"Grains, Beans & Rice",,0,3.50,Draft,All Fair Shares Producers,,1.0,Lb.,true,FALSE,6,/staticResource/resources/item-no-image.jpg,One pound dry beans choice - white kidney or black turtle.,,Light,
Dry Salame,Pastured Pork,,0,12.50,Draft,American Butcher,,1.0,Soppressata,true,FALSE,6,https://fairshares.org/wp-content/uploads/2020/08/AmButcherSalami-scaled.jpg,"Charcuterie from Birmingham Alabama featuring Heritage Breed PorkRooted in European Tradition...Distinctly American.Four Flavors:SOPPRESSATAOur Soppressata is flavored with garlic, peppers and white wine. Pork is the star, featuring a little spice and garlic to round out the flavor.  TOSCANOBold red wine, garlic, pepper and fennel are immediately apparent when you cut into our Toscano, and are later savored on the palate.  DRY CURED CHORIZOThis traditional Spanish-style salami offers the savory scent of garlic alongside the picante sweet heat that can only come from Paprika.CHERRY PIE SALAMIThis addictive salami features dry, sour cherries and is deftly seasoned with cherry juice and classic baking spices that lend warmth and complexity to the finished product.  We thought this was a St. Louis product when we ordered it, so we may not continue to carry it after we sell it out, unless members want it.",,Light,
Dry Salame (1.0 Cherry Pie),Pastured Pork,,0,12.50,Draft,American Butcher,,1.0,Cherry Pie,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/08/AmButcherSalami-scaled.jpg,"Charcuterie from Birmingham Alabama featuring Heritage Breed PorkRooted in European Tradition...Distinctly American.Four Flavors:SOPPRESSATAOur Soppressata is flavored with garlic, peppers and white wine. Pork is the star, featuring a little spice and garlic to round out the flavor.  TOSCANOBold red wine, garlic, pepper and fennel are immediately apparent when you cut into our Toscano, and are later savored on the palate.  DRY CURED CHORIZOThis traditional Spanish-style salami offers the savory scent of garlic alongside the picante sweet heat that can only come from Paprika.CHERRY PIE SALAMIThis addictive salami features dry, sour cherries and is deftly seasoned with cherry juice and classic baking spices that lend warmth and complexity to the finished product.  We thought this was a St. Louis product when we ordered it, so we may not continue to carry it after we sell it out, unless members want it.",,Light,
Dry Salame (1.0 Chorizo),Pastured Pork,,0,12.50,Draft,American Butcher,,1.0,Chorizo,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/08/AmButcherSalami-scaled.jpg,"Charcuterie from Birmingham Alabama featuring Heritage Breed PorkRooted in European Tradition...Distinctly American.Four Flavors:SOPPRESSATAOur Soppressata is flavored with garlic, peppers and white wine. Pork is the star, featuring a little spice and garlic to round out the flavor.  TOSCANOBold red wine, garlic, pepper and fennel are immediately apparent when you cut into our Toscano, and are later savored on the palate.  DRY CURED CHORIZOThis traditional Spanish-style salami offers the savory scent of garlic alongside the picante sweet heat that can only come from Paprika.CHERRY PIE SALAMIThis addictive salami features dry, sour cherries and is deftly seasoned with cherry juice and classic baking spices that lend warmth and complexity to the finished product.  We thought this was a St. Louis product when we ordered it, so we may not continue to carry it after we sell it out, unless members want it.",,Light,
Dry Salame (1.0 Toscano),Pastured Pork,,0,12.50,Draft,American Butcher,,1.0,Toscano,true,FALSE,10,https://fairshares.org/wp-content/uploads/2020/08/AmButcherSalami-scaled.jpg,"Charcuterie from Birmingham Alabama featuring Heritage Breed PorkRooted in European Tradition...Distinctly American.Four Flavors:SOPPRESSATAOur Soppressata is flavored with garlic, peppers and white wine. Pork is the star, featuring a little spice and garlic to round out the flavor.  TOSCANOBold red wine, garlic, pepper and fennel are immediately apparent when you cut into our Toscano, and are later savored on the palate.  DRY CURED CHORIZOThis traditional Spanish-style salami offers the savory scent of garlic alongside the picante sweet heat that can only come from Paprika.CHERRY PIE SALAMIThis addictive salami features dry, sour cherries and is deftly seasoned with cherry juice and classic baking spices that lend warmth and complexity to the finished product.  We thought this was a St. Louis product when we ordered it, so we may not continue to carry it after we sell it out, unless members want it.",,Light,
Edamame,Produce - Vegetables,,0,4.75,Draft,All Fair Shares Producers,,1.0,Bag,true,FALSE,10,https://storage.googleapis.com/farmigo-images/1/6109270751051776/i/1629231424782.jpg?v=1629231425162,"Edamame are delicious soybeans that can be steamed in salted water until tender, then lightly salted on the plate and popped out of the pod and into your mouth! Also great on salads.",,Light,
Egg Noodles,"Pasta - Fresh, Frozen & Dry",,0,3.00,Draft,Mast Farm,,1.0,Bag,true,FALSE,10,/staticResource/resources/item-no-image.jpg,"Home made Amish Egg Noodles. Made with local pastured eggs and local organic wheat! Half price, some broken noodles.",,Light,
Eggnog - half gallon,Eggs/Yogurt/Milk,,0,9.16,Published,Ozark Mountain Creamery,,64.0,Oz.,true,FALSE,2,http://ozarkmtncreamery.com/wp-content/gallery/image-gallery/thumbs/thumbs_Pretty_cow-516x3681.jpg,"Eggnog $9.16 One half gallon eggnog, includes the $2.50 bottle deposit. Artificial color and flavor added to whole milk.",,Light,
Eggnog 16 oz.,Eggs/Yogurt/Milk,,3,6.65,Draft,Rolling Lawn Farms,,1.0,Pint,true,FALSE,4,/staticResource/resources/item-no-image.jpg,'Tis the Season!,,Light,
